OCID,CONTRACT_TITLE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_END_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY
91,"Anteproyecto Arquitectónico De Estación  Del Tren Maya En Escárcega, Campeche",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,"CONSTRUCCION, ARQUITECTURA, DISEÑO Y SERVICIOS, S.A. DE C.V.",2019-11-01,2020-05-18,1475274.96,MXN
92,"Anteproyecto Arquitectónico de Estación y Plaza Central del Tren Maya en Palenque, chiapas",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,"DAFDF ARQUITECTURA Y URBANISMO, S.C.",2019-10-11,2020-05-18,2953788.9,MXN
93,"Anteproyecto Arquitectónico Conceptual De Desarrollo Ecoturístico En El Municipio De Tenosique, Tabasco",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,"GDS + A, S. A. DE C. V.",2019-10-16,2020-05-18,2142784.14,MXN
94,"Proyecto Conceptual de Regeneración Urbana para el Polo de Desarrollo del Tren Maya en el Municipio de Escárcega, Campeche",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,CARLOS CORRAL Y ASOCIADOS SC,2019-11-01,2020-05-18,2240010.44,MXN
95,"LÍNEAS ESTRATÉGICAS PARA LA PROPUESTA DE PROYECTOS DETONADORES EN EL MUNICIPIO DE TENOSIQUE, TABASCO",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,"AZ DISEÑO INTEGRAL, S.A. DE C.V.",2019-11-01,2020-05-18,2396266.81,MXN
96,"SERVICIOS DE APOYO ADMINISTRATIVO Y OPERATIVO INHERENTES A PLANEACIÓN, PROGRAMACIÓN Y DESARROLLO DE INFRAESTRUCTURA FERROVIARIA EN EL SURESTE MEXICANO CORRESPONDIENTE AL TREN MAYA",Contratos entre entes públicos,"FONATUR Tren Maya, S.A. de C.V.","FONATUR INFRAESTRUCTURA, S.A. DE C.V.",2019-10-01,2019-12-31,33274010.47,MXN
97,"ANTEPROYECTO ARQUITECTÓNICO DE ESTACIÓN DEL TREN MAYA EN CHICHÉN ITZÁ, YUCATÁN",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,"AE GAYARANDA ARQUITECTURA Y DISEÑO URBANO, S.C.",2019-11-08,2020-05-18,2072656.42,MXN
98,"SERVICIO DE APOYO ADMINISTRATIVO Y OPERATIVO INHERENTES A PLANEACIÓN, PROGRAMACIÓN Y DESARROLLO DE INFRAESTRUCTURA FERROVIARIA EN EL SURESTE MÉXICO, CORRESPONDIENTE AL TREN MAYA",Contratos entre entes públicos,"FONATUR Tren Maya, S.A. de C.V.","FONATUR INFRAESTRUCTURA, S.A. DE C.V.",2019-08-01,2019-09-30,17606546.4,MXN
99,"Análisis de Conformación Social Indígena de la Región Asociada al Proyecto Tren Maya, como Estudio Previo para un Diagnostico Social",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,CENTRO DE CIENCIAS JURIDICAS Y SOCIALES CUIMARI SC,2019-11-29,2019-12-31,527995,MXN
100,"Contrato abierto de prestación de servicios que celebran Fonatur Tren Maya, S.A. de C.V. y FONATUR, por medio del cual esta último prestará los servicios de personal directivo especializado en diversas materias como la ambiental, social, ingeniería en vías férreas, topografía y sustentabilidad",Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,FONATUR TREN MAYA SA DE CV,2019-11-01,2020-01-07,4967283.6,MXN
101,"PROPUESTA CONCEPTUAL PARA EL ORDENAMIENTO TURÍSTICO Y TERRITORIAL DE CONHUÁS-CALAKMUL-XPUJIL, CAMPECHE",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,"CANO VERA URBANISMO Y ARQUITECTURA, S.A. DE C.V.",2019-11-08,2020-05-18,623855.3,MXN
102,"ARRENDAMIENTO DE CAMIONETAS SIMINUEVAS, SIN OPCIÓN A COMPRA, PARA LA OPERACIÓN DEL PROYECTO TREN MAYA",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,JET VAN CAR RENTAL SA DE CV,2019-12-01,2020-04-20,579744,MXN
103,Estudio Integral de Seguridad para el Tren Maya,Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,KA DE MEXICO S DE RL DE CV,2019-11-29,2020-09-30,9317081.12,MXN
104,Servicios integrales para una Museografía del FONATUR y un espacio visual del proyecto Tren Maya para el FONATUR,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,"CREATIVIDAD Y ESPECTÁCULOS, S. A. DE C. V. ",2019-11-29,2019-12-31,2630700,MXN
105,"SERVICIO DE ARRENDAMIENTO TEMPORAL DE TRES CAMIONETAS SEMINUEVAS, SIN OPCIÓN A COMPRA, PARA EL USO DEL PERSONAL EN LAS ACTIVIDADES DE OPERACIÓN DEL PROYECTO TREN MAYA",Adjudicación directa,"FONATUR Tren Maya, S.A. de C.V.",JET VAN CAR RENTAL SA DE CV,2019-10-01,2019-12-31,226512,MXN
106,SERVICIOS INTEGRALES PARA LA PRODUCCIÓN AUDIOVISUAL PARA EL PROYECTO TREN MAYA,Contratos entre entes públicos,"FONATUR Tren Maya, S.A. de C.V.",UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2019-11-04,2019-12-31,179800,MXN
107,"ANTEPROYECTO ARQUITECNTÓNICO DE ESTACIÓN DEL TREN MAYA EN PLAYA DEL CARMEN, QUINTANA ROO.",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,"TECTÓNIKA, PROYECTOS Y CONSTRUCCIONES, S.A. DE C.V.",2019-11-27,2020-05-18,2951868.25,MXN
108,"LEVANTAMIENTO TOPOGRAFICO DE LA ESTACIÓN DEL TREN MAYA EN PLAYA DEL CARMEN, QUINTANA ROO",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,CONFORMA OBRAS Y SERVICIOS SA DE CV,2019-12-02,2020-05-18,298569.85,MXN
109,"ESTUDIOS PRELIMINARES ARQUITECTÓNICOS CONCEPTUALES PARA LA ESTACIÓN DEL TREN MAYA EN MÉRIDA, YUCATÁN",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,T. DE ENRIQUE NORTEN ARQUITECTOS,2019-11-29,2020-05-18,2975174.62,MXN
110,"SERVICIO INTEGRAL PARA LA ORGANIZACIÓN Y REALIZACIÓN DE LA REUNIÓN DE FONATUR TREN MAYA CON CONAGUA EN CALAKMUL, CAMPECHE",Adjudicación directa,"FONATUR Tren Maya, S.A. de C.V.",SUSANA YAMINA MARTIN ESCALANTE,2019-08-06,2019-08-17,49482.76,MXN
111,"ELABORACIÓN, SEGUIMIENTO Y OBTENCIÓN DE LA EXENCIÓN DE MANIFESTACIÓN DE IMPACTO AMBIENTAL PARA EL TRAMO FIT DEL TREN MAYA",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,"CORPORATIVO EN SOLUCIONES INTEGRALES VR, S.C.",2019-11-29,2020-05-18,1462860.4,MXN
112,ESTUDIO DE CASO PARA OPORTUNIDADES Y VARIABLES CLAVE DEL SERVICIO DE TRANSPORTE DE CARGA REFRIGERADA EN EL PROYECTO TREN MAYA,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,JOSE ALEJANDRO MARTINEZ LOPEZ,2020-09-23,2020-12-31,518362.07,MXN
113,"CONTRATACIÓN DEL SERVICIO PARA LA REALIZACIÓN DEL DICTAMEN SOBRE LAS FACTIBILIDADES ECONOMICA, TÉCNICA Y AMBIENTAL DEL PROYECTO DEL TREN MAYA",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,CONSULTORES EN INNOVACION DESARROLLO Y ESTRATEGIA APLICADA SC,2020-09-18,2020-12-31,9990000,MXN
114,"SERVICIO DE MANTENIMIENTO DE LA OFICINA DEL TREN MAYA EN CAMPECHE, CAM.",Adjudicación directa,"FONATUR Tren Maya, S.A. de C.V.",MOCARD INGENIEROS SA DE CV,2020-09-28,2020-10-27,194714.07,MXN
115,SERVICIO DE TESTIGO SOCIAL PARA EL PROCEDIMIENTO DE LPI,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,ACADEMIA DE INGENIERIA AC,2020-09-28,2020-11-30,372975.84,MXN
116,"PROYECTO DE DISEÑO EXPOSITIVO Y COMPONENTES ARQUITECTÓNICOS DEL TREN MAYA EN PALENQUE, CHIAPAS",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,MAR DE NOMBRES S DE RL DE CV,2020-10-02,2020-12-30,799100,MXN
117,"Elaboración de los Estudios Técnicos Justificativos para el Cambio de Uso de Suelo en Terrenos Forestales (ETJ) Fase1, De los Tramos 1, 2 y 3 del Tren Maya.",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,"AQUA ALEA SUMINISTROS INDUSTRIALES, S.A. DE C.V.",2020-09-10,2021-04-22,4030982.69,MXN
118,"PROYECTO EJECUTIVO DE REHABILITACIÓN PARA LA ESTACIÓN CUATRO CAMINOS EN SAN FRANCISCO DE CAMPECHE, CAMPECHE",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,QUEN ARQUITECTOS SA DE CV,2020-11-02,2020-12-31,818000,MXN
119,REHABILITACIÓN DE CUATRO ANTIGUAS ESTACIONES FERROVIARIAS A LO LARGO DE LA RUTA DEL TREN MAYA,Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,FONATUR INFRAESTRUCTURA SA DE CV,2020-11-16,2021-03-03,15002031.91,MXN
120,SUPERVISIÓN TÉCNICA Y VERIFICACIÓN DE CONTROL DE CALIDAD DE LOS TRABAJOS DE CONSTRUCCIÓN DE PLATAFORMA Y VÍA DEL TREN MAYA CORRESPONDIENTE AL TRAMO IZAMAL – CANCÚN Y ADECUACIÓN DE LA CARRETERA KANTUNIL - CANCÚN,Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,"TRIADA DISEÑO, GERENCIA Y CONSTRUCCIÓN, S. A. DE C. V.",2020-10-30,2023-01-12,394179732.25,MXN
121,"SERVICIO DE MANTENIMIENTO DE LA OFICINA DEL TREN MAYA EN MERIDA, YUCATAN",Adjudicación directa,"FONATUR Tren Maya, S.A. de C.V.","CORMOCON, S DE R.L. DE C.V.",2020-09-30,2020-10-30,310998,MXN
122,"ELABORACIÓN DE CÁPSULAS AUDIOVISUALES SOBRE TEMAS DE DIVULGACIÓN CIENTÍFICA RELACIONADOS CON EL TREN MAYA, PARA USO INTERNO",Contratos entre entes públicos,"FONATUR Tren Maya, S.A. de C.V.",UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2020-10-09,2020-12-31,693168,MXN
123,"ASESORÍA EN MATERIA DE ECOLOGÍA Y RECURSOS NATURALES PARA LOS ESTUDIOS AMBIENTALES DEL PROYECTO TREN MAYA, FASE 1",Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,INSTITUTO DE ECOLOGIA AC,2020-11-10,2021-01-05,4500000,MXN
124,SUPERVISIÓN TÉCNICA Y VERIFICACIÓN DE CONTROL DE CALIDAD DE LOS TRABAJOS DE CONSTRUCCION DE PLATAFORMA Y VÍA DEL TREN MAYA CORRESPONDIENTE AL TRAMO CALKINÍ – IZAMAL,Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,CONSULTORIA INTEGRAL EN INGENIERIA SA DE CV,2020-07-27,2022-11-28,189789992.67,MXN
125,Estudios relativos a la Propuesta No Solicitada para el proyecto de asociación público-privada denominado ´Proyecto Carretero Tulum – Cancún' (Carretera Federal MEX-307 ´Reforma Agraria – Puerto Juárez´) en su tramo Tulum – Playa del Carmen – Entronque Aero,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,"Blackrock México Infraestructura II, S. de RL. de C.V.",2020-12-01,2020-12-31,36697661.04,MXN
126,DISEÑO Y SERVICIOS PUBLICITARIOS,Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,ESTUDIOS CHURUBUSCO AZTECA SA,2020-11-13,2020-12-02,1982758.62,MXN
127,DICTAMEN Y LEVANTAMIENTO DEL ESTADO FÍSICO ACTUAL DEL INMUEBLE IDENTIFICADO COMO LA ESTACIÓN CUATRO CAMINOS EN SAN FRANCISCO DE CAMPECHE,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,DAVID NATANAEL ALVAREZ GONGORA,2020-11-16,2021-02-03,253575,MXN
128,"Esquema Urbano Conceptual, Anteproyecto Urbano Arquitectónico del Polígono Inmediato a la Estación del Tren Maya y Anteproyecto Arquitectónico de la Estación Ferroviaria en San Francisco de Campeche, Campeche.",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,"DAFDF ARQUITECTURA Y URBANISMO, S.C.",2020-10-14,2020-12-28,3675547.61,MXN
129,CONTRATACIÓN DE TESTIGO SOCIAL TRAMO 3,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,"GOBERNANZA, DESARROLLO Y TRANSPARENCIA INSTITUCIONAL, A.C.",2020-10-23,2020-12-08,643780.8,MXN
130,CONTRATACIÓN TESTIGO SOCIAL TRAMO 4,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,ACADEMIA DE INGENIERIA AC,2020-10-23,2020-12-09,344826.72,MXN
131,CONTRATACIÓN TESTIGO SOCIAL TRAMO 5,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,ACADEMIA DE CONTRATACION PUBLICA DE MEXICO AC,2020-10-23,2020-12-10,445694.4,MXN
132,"Adquisición y suministro de 29,826.33 toneladas métricas de riel calibre 115 LBS/YDA dureza intermedia (350 HB) sección RE; (6-5/8” Peralte, 5-1/2” Patín, 5/8” Alma y 2-23/32” Hongo, incluye entongado, descarga y acopiado en sitio base de mantenimiento para el Tramo 3 del Tren Maya",Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,SUMITOMO CORPORATION DE MEXICO,2020-12-18,2022-03-10,809605901.52,MXN
133,Servicio de Fotografiado 360º para la Ruta del Tren Maya,Licitación pública,"FONATUR Tren Maya, S.A. de C.V.",DAVID HERRERA PIÑA,2020-08-21,2020-11-18,1498600,MXN
134,"DEFINICIÓN DE VOCACIONES, IDENTIFICACIÓN DE PROYECTOS E INFRAESTRUCTURA EN LAS COMUNIDADES SUSTENTABLES DEL TREN MAYA",Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,DELOITTE ASESORIA FINANCIERA SC,2020-10-08,2021-05-13,23380000,MXN
135,Análisis De Mercado para la Estación de Tren Maya y Su Corredor Lineal De Uso,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,DELOITTE ASESORIA FINANCIERA SC,2020-09-01,2020-10-30,520000,MXN
136,SUPERVISIÓN DE LOS TRABAJOS REHABILITACIÓN DE CUATRO ANTIGUAS ESTACIONES FERROVIARIAS A LO LARGO DE LA RUTA DEL TREN MAYA,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,GRUPO CUYSAT SA DE CV,2020-10-16,2021-02-26,818965.52,MXN
137,"ANTEPROYECTO ARQUITECTÓNICO DE LA ESTACIÓN DEL TREN MAYA EN TULUM, QUITANA ROO.",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,AIDIA STUDIO SAS DE CV,2020-11-02,2020-12-31,3300000,MXN
138,CONTRATACIÓN TESTIGO SOCIAL TRAMO 2,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,ONG CONTRALORIA CIUDADANA PARA LA RENDICION DE CUENTAS AC,2020-10-23,2020-12-07,532357.2,MXN
139,Apoyo Técnico Ambiental para el Seguimiento de los Estudios y Procesos de Gestión Ambiental Necesarios para la Fase Inicial de la Construcción del Tren Maya,Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,"AMBIENS CONSULTORIA, SUSTENTABILIDAD Y GESTION CLIMATICA SA DE CV",2020-11-03,2021-10-29,4884934.85,MXN
140,"ACOMPAÑAMIENTO PARA LA DEFINICIÓN, IMPLEMENTACIÓN Y SEGUIMIENTO BIM PARA EL PROYECTO “TREN MAYA”",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,INFRAESTRUCTURA LIDIKA SA DE CV,2020-11-03,2021-05-05,9696805.01,MXN
141,"Estudio de Restitución Fotogramétrica Lidar del Polígono de Plan Maestro de la Comunidad Sustentable y Levantamiento Topográfico del Polígono del Antiguo Aeropuerto en Palenque, Chiapas",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,INGENIERIA ESPECIALIZADA AL SERVICIO DE LA CONSTRUCCION SA DE CV,2020-11-02,2020-12-16,2676577.64,MXN
142,"Proyecto Conceptual Urbano y Arquitectónico para el Barrio Ecoturístico en el Palenque, Chiapas",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,"LUCILARQ, S.A. DE C.V.",2020-11-17,2021-02-15,5835549.52,MXN
143,"Proyecto Ejecutivo de Estación del Tren Maya en Candelaria, Campeche",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,TRION CONSTRUCCIONES SA DE CV,2020-12-28,2021-05-28,2296108.56,MXN
144,Asesoría para la Operación y Supervisión en el Proyecto Tren Maya (Operador Sombra),Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,DB ENGINEERING & CONSULTING GmbH,2020-12-01,2023-12-31,336206896.55,MXN
145,"ADQUISICIÓN Y SUMINISTRO DE 30,481.75 TONELADAS MÉTRICAS DE RIEL CALIBRE 115 LBS/YDA DUREZA INTERMEDIA (350 HB) SECCIÓN RE; (6-5/8” PERALTE, 5-1/2” PATÍN, 5/8” ALMA Y 2-23/32” HONGO, INCLUYE ENTONGADO, DESCARGA Y ACOPIADO EN SITIO BASE DE MANTENIMIENTO PARA EL TRAMO 2 DEL TREN MAYA",Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,ASIMEX DEL CARIBE SA DE CV,2020-12-17,2021-12-31,817385830.05,MXN
146,"Adquisición y suministro de 60,628.58 toneladas métricas de riel calibre 115 LBS/YDA dureza intermedia (350 HB) sección RE; (6-5/8” Peralte, 5-1/2” Patín, 5/8” Alma y 2-23/32” Hongo, incluye entongado, descarga y acopiado en sitio base de mantenimiento para el Tramo 4 del Tren Maya",Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,ASIMEX DEL CARIBE SA DE CV,2020-12-17,2022-06-30,1615452200.32,MXN
147,Madera para rehabilitación de estaciones ferroviarias en ruta tren maya,Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",TRADEINVET SA DE CV,2020-12-18,2020-12-21,429680.16,MXN
148,Suministro de puertas y ventanas para rehabilitación de estación ferroviaria en ruta del tren maya  ,Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",DESARROLLADORA DE NEGOCIOS DEL CARIBE S DE RL DE CV,2020-12-18,2020-12-21,106905.96,MXN
149,PRESTACIÓN DE SERVICIOS PARA LA REVISIÓN TÉCNICA-JURÍDICA DE LOS EXPEDIENTES INTEGRADOS EN LA LIBERACIÓN DEL DERECHO DE VÍA DEL TRAMO 1 DEL PROYECTO DENOMINADO TREN MAYA,Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,INVENTIUM CONSTRUCCIONES SA DE CV,2020-12-02,2020-12-31,3490000,MXN
150,"Trabajos de reubicación de árboles en el DDV del Camellón de la Carretera Federal 307 Cancún-Tulum, en el Estado de Quintana Roo",Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,FONATUR INFRAESTRUCTURA SA DE CV,2020-12-16,2021-03-15,44712394.42,MXN
151,"Estudio de disponibilidad de suelo para crecimiento urbano de la Comunidad sustentable en Palenque, Chiapas",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,ECOLOGIA Y ACCION URBANA SA DE CV,2020-12-28,2021-06-25,8000000,MXN
152,"Riego de árboles en el DDV del Camellón de la Carretera Federal 307 Cancún-Tulum, en el Estado de Quintana Roo",Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,FONATUR INFRAESTRUCTURA SA DE CV,2020-12-16,2021-03-15,12065595.84,MXN
153,"Trabajos de construcción y manejo de vivero para los árboles de DDV del Camellón de la Carretera Federal 307 Cancún-Tulum, en el Estado de Quintana Roo.",Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,FONATUR INFRAESTRUCTURA SA DE CV,2020-12-16,2021-04-22,3892506.04,MXN
154,"Proyecto Ejecutivo de Estación del Tren Maya en Escárcega, Campeche",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,CONSTRUCCION ARQUITECTURA DISEÑO Y SERVICIOS,2020-12-28,2021-06-25,6778091.74,MXN
155,"Proyecto Ejecutivo de Estación del Tren Maya en El Triunfo, Tabasco",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,DISEÑO Y CONSTRUCCION ACTIVOS SA DE CV,2020-12-28,2021-05-27,2929224.46,MXN
156,"Proyecto Ejecutivo de Estación del Tren Maya en Maxcanú, Yucatán",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,TRIVAR SA DE CV,2020-12-28,2021-05-27,2347590.85,MXN
157,"Proyecto Ejecutivo de Estación del Tren Maya en Playa del Carmen, Quintana Roo",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,TECTONIKA PROYECTOS Y CONSTRUCCIONES SA DE CV,2020-12-28,2021-06-25,10093761.12,MXN
158,"Proyecto Ejecutivo de Estación del Tren Maya en Palenque, Chiapas",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,"DAFDF ARQUITECTURA Y URBANISMO, S.C.",2020-12-28,2021-06-25,10088540.23,MXN
159,SERVICIO DE TESTIGO SOCIAL TRAMO SUR,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,"GOBERNANZA, DESARROLLO Y TRANSPARENCIA INSTITUCIONAL, A.C.",2020-11-26,2021-02-28,925532.64,MXN
160,SERVICIO DE TESTIGO SOCIAL TRAMO NORTE,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,ACADEMIA MEXICANA DE AUDITORIA AL DESEMPEÑO AC,2020-11-26,2021-11-03,920928,MXN
161,SERVICIO DE TESTIGO SOCIAL MATERIAL RODANTE,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,"GOBERNANZA, DESARROLLO Y TRANSPARENCIA INSTITUCIONAL, A.C.",2020-11-30,2021-06-30,635440.32,MXN
162,"LPIE ADQUISICIÓN Y SUMINISTRO DE 29,573.79 TONELADAS MÉTRICAS DE RIEL CALIBRE 11",Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,ASIMEX DEL CARIBE SA DE CV,2020-11-23,2021-12-31,783341381.64,MXN
163,"SERVICIO DE APOYO ADMINISTRATIVO Y OPERATIVO INHERENTES A PLANEACIÓN, PROGRAMACIÓN Y DESARROLLO DE INFRAESTRUCTURA FERROVIARIA EN EL SURESTE MÉXICO, CORRESPONDIENTE AL TREN MAYA",Contratos entre entes públicos,"FONATUR Tren Maya, S.A. de C.V.","FONATUR INFRAESTRUCTURA, S.A. DE C.V.",2020-01-02,2020-03-31,57986347.53,MXN
164,"SERVICIO TÉCNICO PARA LA COMPILACIÓN DE INFORMACIÓN INHERENTE AL DOCUMENTO TÉCNICO UNIFICADO PARA LA RECTIFICACIÓN Y AMPLIACIÓN DE LA VÍA FÉRREA EXISTENTE DEL TRAMO PALENQUE-IZAMAL, 2020",Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,FONATUR INFRAESTRUCTURA SA DE CV,2020-02-01,2021-04-26,11494996.85,MXN
165,ELABORACIÓN DE UN DICTAMEN PERICIAL EN MATERIA DE VALUACIÓN DE LA MARCA FONDO NACIONAL DE FOMENTO AL TURISMO (TREN MAYA TSÍÍMIN K'ÁAK),Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,CONCEPCIÓN ESTEBAN MANCHADO,2020-02-14,2020-12-31,100000,MXN
166,CONTRATACIÓN DE TESTIGO SOCIAL P-E,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,"GOBERNANZA, DESARROLLO Y TRANSPARENCIA INSTITUCIONAL, A.C.",2020-02-28,2020-04-30,1178787.84,MXN
167,CONTRATACIÓN DE TESTIGO SOCIAL E-C,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,ACADEMIA DE CONTRATACION PUBLICA DE MEXICO AC,2020-02-28,2020-05-12,1155764.64,MXN
168,COLABORACIÓN ACADÉMICA EN MATERIA DE GEOTECNIA Y ESTRUCTURAS DURANTE EL DESARROLLO DE LA INGENIERÍA BÁSICA PARA EL TREN MAYA,Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2020-03-20,2021-04-23,14000000,MXN
169,CONTRATACIÓN TESTIGO SOCIAL C-I,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,ACADEMIA MEXICANA DE AUDITORIA AL DESEMPEÑO AC,2020-03-05,2020-05-25,930928,MXN
170,"Coordinación General Técnico-Legal-Social de las actividades para la elaboración del Documento Técnico Unificado (DTU) de los tramos Palenque-Escárcega; Escárcega-Calkiní; Calkiní-ANP Cuxtal; y ANP Cuxtal-Izamal, del Proyecto Tren Maya",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,"CORPORATIVO EN SOLUCIONES INTEGRALES VR, S.C.",2020-03-20,2021-04-23,8895066.13,MXN
171,"ELABORACIÓN DEL PROYECTO EJECUTIVO, SUMINISTRO DE MATERIALES Y CONSTRUCCIÓN DE PLATAFORMA Y VÍA DEL TREN MAYA CORRESPONDIENTES AL TRAMO PALENQUE-ESCÁRCEGA ",Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,"CONSORCIO LAMAT TRAMO 1, S.A.P.I DE C.V.",2020-04-30,2022-08-30,13394942290.34,MXN
172,"ELABORACIÓN DEL PROYECTO EJECUTIVO, SUMINISTRO DE MATERIALES Y CONSTRUCCIÓN DE PLATAFORMA Y VÍA DEL TREN MAYA CORRESPONDIENTES AL TRAMO ESCÁRCEGA-CALKINÍ",Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,OPERADORA CICSA SA DE CV,2020-05-12,2022-07-12,15994602016.24,MXN
173,"SUPERVISION DE LOS TRABAJOS PARA EL ACONDICIONAMIENTO DEL DERECHO SE VÍA FERROVIARIA EN 27.25 KM EN EL ESTADO DE CHIAPAS, DEL ENCADENAMIENTO 330+000 AL CADENAMIENTO 357+250 DE LA VÍA DEL FERROCARRIL DEL ISTMO DE TEHUANTEPEC",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,CLORE SA DE CV,2020-04-20,2021-04-23,736895.32,MXN
174,"SUPERVISIÓN DE LOS TRABAJOS PARA EL ACONDICIONAMIENTO DEL DERECHO DE VÍA FERROVIARIA EN 14.00 KM EN EL ESTADO DE CAMPECHE, DEL CADENAMIENTO 692+000 AL CADENAMIENTO  706+000 DE LA VÍA DEL FERROCARRIL DEL ISTMO DE TEHUANTEPEC",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,FACTIS INGENIERIA SA DE CV,2020-04-20,2021-04-23,733229.17,MXN
